id,category,amount
141850,Travel,3771.77
141851,Food,1513.89
141852,Shopping,1916.73
141853,Shopping,2934.1
141854,Food,3329.93
141855,Travel,3858.5
141856,Travel,2238.14
141857,Shopping,3175.47
141858,Food,2331.88
141859,Utilities,2736.18
141860,Rent,3425.0
141861,Shopping,2475.29
141862,Shopping,4084.91
141863,Utilities,4760.61
141864,Rent,3103.67
141865,Utilities,483.25
141866,Food,3112.12
141867,Utilities,3197.59
141868,Rent,1070.76
141869,Travel,1988.33
141870,Rent,1083.47
141871,Food,4677.65
141872,Shopping,3039.41
141873,Rent,4660.12
141874,Utilities,2584.48
141875,Utilities,1172.95
141876,Rent,3118.15
141877,Shopping,227.23
141878,Rent,2674.39
141879,Food,2460.25
141880,Utilities,3770.36
141881,Utilities,1831.28
141882,Utilities,2542.53
141883,Shopping,1145.5
141884,Utilities,4931.02
141885,Travel,2470.36
141886,Shopping,3432.91
141887,Food,2097.81
141888,Utilities,3434.45
141889,Rent,2662.34
141890,Utilities,2481.14
141891,Shopping,4390.12
141892,Shopping,962.21
141893,Shopping,3880.11
141894,Utilities,2392.59
141895,Food,3584.35
141896,Utilities,2941.03
141897,Shopping,376.06
141898,Food,1818.62
141899,Shopping,1747.5
141900,Rent,2206.74
141901,Shopping,361.1
141902,Utilities,4134.13
141903,Utilities,2407.23
141904,Utilities,4406.43
141905,Rent,4300.07
141906,Utilities,415.74
141907,Shopping,1624.76
141908,Travel,4566.5
141909,Shopping,3674.87
141910,Shopping,727.02
141911,Travel,1948.05
141912,Shopping,1733.21
141913,Shopping,719.45
141914,Food,704.12
141915,Rent,3382.03
141916,Rent,4686.66
141917,Food,2075.65
141918,Shopping,1620.32
141919,Rent,1569.71
141920,Utilities,3499.07
141921,Utilities,1865.55
141922,Food,2598.68
141923,Utilities,4908.65
141924,Travel,2232.72
141925,Shopping,1885.6
141926,Rent,1908.76
141927,Shopping,270.47
141928,Utilities,4441.1
141929,Food,3554.09
141930,Travel,720.82
141931,Travel,1596.51
141932,Rent,1143.25
141933,Utilities,3521.82
141934,Travel,3677.92
141935,Travel,1876.53
141936,Utilities,1190.94
141937,Shopping,2909.01
141938,Shopping,2026.55
141939,Food,3883.28
141940,Shopping,4691.27
141941,Travel,994.22
141942,Rent,3141.32
141943,Food,4855.12
141944,Utilities,114.79
141945,Rent,4290.13
141946,Shopping,554.65
141947,Shopping,2311.05
141948,Rent,3196.94
141949,Utilities,4355.2
141950,Utilities,2721.32
141951,Travel,4852.16
141952,Rent,4637.37
141953,Shopping,52.94
141954,Utilities,1914.82
141955,Travel,243.17
141956,Shopping,3977.14
141957,Travel,3883.14
141958,Utilities,488.86
141959,Utilities,462.13
141960,Travel,3424.68
141961,Utilities,4257.17
141962,Shopping,1686.7
141963,Food,80.18
141964,Rent,232.59
141965,Shopping,2265.06
141966,Utilities,1983.82
141967,Utilities,2661.89
141968,Utilities,1711.69
141969,Utilities,1008.93
141970,Shopping,2650.25
141971,Travel,839.37
141972,Rent,2381.32
141973,Food,619.18
141974,Rent,2530.78
141975,Food,3845.44
141976,Rent,1494.13
141977,Utilities,4008.32
141978,Utilities,4686.58
141979,Food,3641.99
141980,Travel,844.67
141981,Rent,4537.84
141982,Utilities,2263.23
141983,Utilities,4422.93
141984,Food,1556.13
141985,Rent,648.12
141986,Rent,732.99
141987,Shopping,1672.56
141988,Shopping,320.72
141989,Food,2439.73
141990,Travel,2821.64
141991,Shopping,2892.72
141992,Travel,917.92
141993,Food,4422.9
141994,Utilities,1072.59
141995,Rent,2336.4
141996,Utilities,2215.11
141997,Rent,4771.81
141998,Food,1767.43
141999,Shopping,1459.32
142000,Travel,1423.46
142001,Food,667.25
142002,Shopping,4442.18
142003,Rent,4683.92
142004,Rent,3811.91
142005,Utilities,1758.0
142006,Rent,1522.05
142007,Utilities,818.18
142008,Travel,3946.59
142009,Utilities,4299.38
142010,Shopping,3793.18
142011,Utilities,107.61
142012,Travel,3716.75
142013,Travel,3235.26
142014,Food,1342.71
142015,Utilities,2196.84
142016,Shopping,4853.3
142017,Rent,1149.15
142018,Utilities,3132.9
142019,Food,162.09
142020,Food,2937.98
142021,Utilities,2408.95
142022,Shopping,1712.39
142023,Utilities,2925.13
142024,Utilities,3844.61
142025,Shopping,3075.41
142026,Rent,2673.12
142027,Rent,2771.43
142028,Travel,900.95
142029,Shopping,4691.24
142030,Travel,2524.6
142031,Travel,1438.97
142032,Travel,1700.92
142033,Utilities,180.64
142034,Rent,3451.54
142035,Rent,1972.2
142036,Travel,1549.3
142037,Shopping,3340.15
142038,Rent,3769.81
142039,Food,4459.84
142040,Travel,3685.98
142041,Utilities,1304.35
142042,Travel,735.34
142043,Utilities,3061.14
142044,Shopping,411.74
142045,Food,4519.66
142046,Travel,3147.75
142047,Rent,3380.01
142048,Food,3377.98
142049,Food,4174.63
142050,Rent,4091.53
142051,Food,3563.08
142052,Utilities,249.45
142053,Food,2754.14
142054,Utilities,2767.11
142055,Travel,1369.92
142056,Shopping,4649.17
142057,Shopping,1851.81
142058,Travel,1024.61
142059,Utilities,1198.6
142060,Food,3250.42
142061,Rent,1974.88
142062,Food,404.5
142063,Utilities,1517.98
142064,Shopping,4653.84
142065,Utilities,2328.68
142066,Shopping,4488.91
142067,Food,3478.8
142068,Travel,1022.28
142069,Travel,3159.41
142070,Rent,512.28
142071,Rent,1397.05
142072,Rent,20.78
142073,Rent,3384.64
142074,Utilities,4548.31
142075,Travel,2340.82
142076,Food,3572.71
142077,Rent,2160.41
142078,Rent,551.29
142079,Shopping,544.38
142080,Utilities,194.8
142081,Utilities,4409.29
142082,Utilities,4118.02
142083,Shopping,3778.63
142084,Food,1661.16
142085,Shopping,3890.73
142086,Shopping,4773.45
142087,Food,2655.27
142088,Travel,1078.46
142089,Shopping,2116.76
142090,Food,4927.51
142091,Shopping,4769.34
142092,Utilities,1858.71
142093,Shopping,1330.04
142094,Rent,4827.63
142095,Rent,1117.33
142096,Rent,2961.93
142097,Shopping,3234.74
142098,Travel,3987.1
142099,Shopping,4230.22
142100,Travel,4428.53
142101,Travel,4103.24
142102,Rent,4607.51
142103,Food,908.8
142104,Shopping,72.23
142105,Utilities,3852.07
142106,Rent,3802.96
142107,Utilities,4559.9
142108,Food,552.88
142109,Shopping,4114.61
142110,Travel,1108.69
142111,Rent,1055.6
142112,Travel,2905.34
142113,Travel,1223.78
142114,Utilities,2099.88
142115,Utilities,4902.96
142116,Travel,2732.08
142117,Food,1183.33
142118,Utilities,946.34
142119,Food,3084.09
142120,Rent,1925.73
142121,Travel,4980.79
142122,Food,2033.88
142123,Shopping,3659.93
142124,Shopping,290.81
142125,Rent,1459.02
142126,Rent,4307.92
142127,Travel,2059.8
142128,Shopping,3784.45
142129,Rent,4977.58
142130,Utilities,1889.26
142131,Food,3698.86
142132,Shopping,33.48
142133,Travel,3184.79
142134,Travel,4041.77
142135,Utilities,2957.37
142136,Travel,3421.83
142137,Food,1599.54
142138,Rent,205.87
142139,Rent,2306.63
142140,Travel,670.23
142141,Rent,262.48
142142,Rent,4039.5
142143,Travel,1133.33
142144,Shopping,1781.19
142145,Rent,401.15
142146,Rent,4984.83
142147,Shopping,1128.45
142148,Food,1741.06
142149,Shopping,4526.77
142150,Utilities,96.53
142151,Food,479.9
142152,Food,3855.67
142153,Travel,3061.79
142154,Food,3871.93
142155,Shopping,151.72
142156,Utilities,3187.99
142157,Food,3358.44
142158,Food,1617.73
142159,Shopping,4186.31
142160,Utilities,2983.4
142161,Rent,2237.76
142162,Rent,3116.98
142163,Travel,350.55
142164,Rent,1613.85
142165,Food,3489.86
142166,Food,2089.48
142167,Food,1152.52
142168,Utilities,1651.03
142169,Travel,2457.38
142170,Food,321.88
142171,Shopping,797.5
142172,Travel,1344.12
142173,Food,4011.34
142174,Utilities,3588.45
142175,Utilities,4679.03
142176,Food,4211.59
142177,Shopping,1164.64
142178,Food,1168.6
142179,Travel,1608.65
142180,Food,455.49
142181,Travel,4033.86
142182,Shopping,3154.25
142183,Shopping,674.81
142184,Food,1147.92
142185,Travel,3402.97
142186,Food,2609.06
142187,Utilities,479.58
142188,Food,4886.19
142189,Food,223.77
142190,Rent,2130.37
142191,Food,2862.35
142192,Utilities,3000.77
142193,Shopping,3560.71
142194,Utilities,751.95
142195,Food,1552.88
142196,Shopping,2833.57
142197,Shopping,1473.11
142198,Utilities,3233.48
142199,Utilities,3237.43
142200,Travel,1467.22
142201,Travel,3554.53
142202,Utilities,4772.43
142203,Food,2499.79
142204,Travel,162.54
142205,Food,2300.26
142206,Shopping,2120.24
142207,Utilities,4497.71
142208,Rent,3080.71
142209,Food,4820.77
142210,Shopping,2031.68
142211,Utilities,3603.09
142212,Rent,265.6
142213,Rent,3908.62
142214,Travel,1130.72
142215,Utilities,4519.94
142216,Rent,2904.99
142217,Rent,4663.06
142218,Food,1948.89
142219,Utilities,154.74
142220,Travel,1411.79
142221,Shopping,3869.53
142222,Food,3906.69
142223,Travel,711.02
142224,Utilities,1236.3
142225,Rent,1187.17
142226,Utilities,572.13
142227,Shopping,2150.31
142228,Rent,1149.12
142229,Travel,240.47
142230,Shopping,362.22
142231,Food,179.8
142232,Travel,2871.02
142233,Shopping,1021.56
142234,Utilities,3759.32
142235,Rent,3775.5
142236,Rent,2879.8
142237,Food,2141.03
142238,Shopping,4058.47
142239,Utilities,2362.6
142240,Utilities,3965.24
142241,Food,3244.38
142242,Rent,3620.37
142243,Utilities,553.15
142244,Travel,3920.76
142245,Food,16.55
142246,Rent,497.99
142247,Travel,1851.93
142248,Food,4271.16
142249,Food,4074.61
142250,Utilities,593.69
142251,Shopping,3177.83
142252,Rent,4566.81
142253,Rent,2103.8
142254,Travel,3347.77
142255,Travel,2532.89
142256,Travel,4805.1
142257,Shopping,2648.31
142258,Food,4604.64
142259,Rent,1622.34
142260,Food,4611.0
142261,Rent,3387.68
142262,Utilities,292.6
142263,Rent,3018.1
142264,Travel,2144.79
142265,Rent,2899.81
142266,Utilities,345.72
142267,Rent,1684.08
142268,Utilities,4644.75
142269,Shopping,490.7
142270,Food,4123.51
142271,Shopping,3136.14
142272,Utilities,4194.33
142273,Utilities,2153.92
142274,Food,4043.83
142275,Shopping,276.47
142276,Food,4560.1
142277,Travel,3507.87
142278,Travel,2739.48
142279,Utilities,739.31
142280,Shopping,4979.97
142281,Utilities,1811.77
142282,Rent,1850.02
142283,Travel,3285.86
142284,Food,1147.53
142285,Shopping,1257.42
142286,Utilities,2984.99
142287,Food,1759.74
142288,Travel,735.61
142289,Utilities,2928.09
142290,Food,4860.05
142291,Food,4815.32
142292,Utilities,1406.6
142293,Rent,592.13
142294,Rent,2278.03
142295,Rent,1172.62
142296,Shopping,4910.22
142297,Travel,2759.17
142298,Food,1567.59
142299,Food,4731.3
142300,Shopping,4628.02
142301,Utilities,831.27
142302,Food,3817.5
142303,Rent,1748.72
142304,Utilities,3801.88
142305,Travel,2635.38
142306,Utilities,4845.86
142307,Utilities,4877.47
142308,Utilities,1389.25
142309,Rent,4931.62
142310,Utilities,2867.4
142311,Travel,4717.39
142312,Rent,1178.84
142313,Utilities,393.04
142314,Travel,3146.63
142315,Food,1685.43
142316,Travel,2274.8
142317,Utilities,227.81
142318,Shopping,1516.27
142319,Rent,2263.05
142320,Food,1847.23
142321,Shopping,3857.83
142322,Food,4641.97
142323,Food,771.64
142324,Food,4260.92
142325,Utilities,4654.77
142326,Shopping,807.78
142327,Travel,452.72
142328,Shopping,92.27
142329,Travel,4152.5
142330,Food,3282.37
142331,Utilities,1933.71
142332,Rent,3123.48
142333,Shopping,43.8
142334,Rent,1579.67
142335,Utilities,3160.85
142336,Travel,380.43
142337,Food,1070.21
142338,Food,3238.07
142339,Food,2109.74
142340,Shopping,491.53
142341,Shopping,2283.83
142342,Travel,3595.17
142343,Food,2350.93
142344,Shopping,677.4
142345,Shopping,2258.18
142346,Food,1696.35
142347,Travel,1205.8
142348,Rent,1522.71
142349,Shopping,1340.58
142350,Food,196.41
142351,Shopping,2683.63
142352,Shopping,3650.46
142353,Shopping,4224.13
142354,Rent,1739.43
142355,Rent,464.44
142356,Shopping,190.31
142357,Travel,4292.14
142358,Shopping,1956.79
142359,Food,858.05
142360,Utilities,2465.23
142361,Rent,3417.1
142362,Rent,165.02
142363,Shopping,3109.46
142364,Utilities,844.96
142365,Rent,4484.82
142366,Travel,2948.65
142367,Food,3030.73
142368,Shopping,2406.51
142369,Travel,4538.04
142370,Rent,4548.65
142371,Rent,3817.39
142372,Shopping,2020.13
142373,Travel,3824.51
142374,Rent,2629.67
142375,Food,4401.01
142376,Travel,1822.13
142377,Travel,3716.23
142378,Shopping,46.03
142379,Utilities,4518.47
142380,Travel,1128.61
142381,Food,304.38
142382,Food,4902.73
142383,Rent,1890.34
142384,Travel,660.75
142385,Shopping,2742.33
142386,Food,1178.05
142387,Travel,1458.56
142388,Travel,2575.16
142389,Shopping,3734.41
142390,Rent,2369.39
142391,Travel,1486.44
142392,Rent,2652.72
142393,Utilities,2148.22
142394,Travel,3342.08
142395,Food,538.74
142396,Rent,1332.46
142397,Travel,4813.68
142398,Travel,4551.0
142399,Shopping,2661.55
142400,Travel,4002.5
142401,Utilities,2464.76
142402,Utilities,2191.13
142403,Food,2919.42
142404,Food,2616.7
142405,Travel,3459.64
142406,Travel,430.02
142407,Travel,1641.75
142408,Food,2954.22
142409,Utilities,2252.56
142410,Food,1998.55
142411,Shopping,4473.46
142412,Travel,200.88
142413,Food,3676.55
142414,Rent,1372.98
142415,Travel,3234.98
142416,Utilities,2859.19
142417,Food,4034.02
142418,Shopping,2906.93
142419,Shopping,310.0
142420,Utilities,2058.91
142421,Rent,1391.03
142422,Food,2916.52
142423,Food,3334.97
142424,Rent,702.46
142425,Utilities,2453.1
142426,Utilities,77.84
142427,Utilities,4590.08
142428,Rent,1299.23
142429,Utilities,4801.11
142430,Utilities,2903.14
142431,Travel,3833.33
142432,Shopping,263.42
142433,Utilities,1607.42
142434,Rent,585.64
142435,Utilities,1124.73
142436,Rent,1043.77
142437,Rent,1568.22
142438,Rent,4045.01
142439,Rent,336.8
142440,Rent,338.34
142441,Utilities,4956.79
142442,Utilities,4819.44
142443,Utilities,4275.48
142444,Travel,2393.0
142445,Utilities,231.96
142446,Food,1124.87
142447,Rent,2879.07
142448,Utilities,2633.19
142449,Shopping,3227.31
142450,Utilities,2655.14
142451,Rent,3070.14
142452,Shopping,3523.41
142453,Shopping,2404.8
142454,Travel,3401.92
142455,Travel,4829.06
142456,Shopping,1517.78
142457,Utilities,1678.68
142458,Travel,1450.0
142459,Utilities,4777.25
142460,Utilities,647.13
142461,Food,3451.19
142462,Rent,1436.47
142463,Rent,2964.52
142464,Rent,1425.33
142465,Shopping,75.12
142466,Utilities,2521.42
142467,Shopping,994.11
142468,Shopping,1896.87
142469,Food,3521.4
142470,Rent,4897.55
142471,Food,4073.65
142472,Food,3010.75
142473,Shopping,328.6
142474,Travel,961.59
142475,Shopping,2197.57
142476,Shopping,318.13
142477,Utilities,2893.96
142478,Utilities,3938.9
142479,Shopping,1317.96
142480,Shopping,1553.54
142481,Utilities,3877.3
142482,Utilities,382.52
142483,Food,4397.12
142484,Travel,1968.57
142485,Food,1718.48
142486,Shopping,3025.71
142487,Shopping,3522.51
142488,Shopping,730.49
142489,Food,3140.95
142490,Shopping,1905.72
142491,Travel,3613.33
142492,Rent,2748.84
142493,Food,3759.18
142494,Shopping,1079.27
142495,Rent,1906.32
142496,Food,3113.73
142497,Utilities,252.0
142498,Rent,1718.69
142499,Shopping,3283.15
142500,Utilities,4548.91
142501,Food,3933.09
142502,Travel,3378.2
142503,Shopping,4987.9
142504,Utilities,1137.3
142505,Utilities,3675.16
142506,Shopping,2733.07
142507,Shopping,636.1
142508,Utilities,2963.73
142509,Food,4175.23
142510,Shopping,1170.97
142511,Travel,45.15
142512,Travel,700.81
142513,Food,4471.4
142514,Shopping,2869.93
142515,Rent,17.6
142516,Rent,2595.77
142517,Rent,1483.9
142518,Utilities,2706.04
142519,Food,1530.38
142520,Travel,3240.49
142521,Utilities,153.65
142522,Travel,1047.93
142523,Shopping,656.66
142524,Utilities,3405.69
142525,Shopping,1411.61
142526,Shopping,1489.46
142527,Rent,4134.64
142528,Food,2491.47
142529,Shopping,2025.4
142530,Travel,3642.61
142531,Rent,1321.07
142532,Utilities,4436.5
142533,Utilities,2217.48
142534,Travel,2719.66
142535,Rent,987.29
142536,Shopping,3656.11
142537,Rent,3467.15
142538,Utilities,1950.64
142539,Travel,4633.87
142540,Travel,2761.2
142541,Shopping,886.03
142542,Utilities,4878.19
142543,Utilities,101.63
142544,Food,2193.25
142545,Utilities,2658.97
142546,Utilities,2912.33
142547,Shopping,2316.77
142548,Rent,3945.06
142549,Travel,3095.48
142550,Travel,4645.89
142551,Travel,431.21
142552,Rent,4842.89
142553,Shopping,1318.61
142554,Travel,4086.9
142555,Food,549.05
142556,Shopping,1352.82
142557,Travel,483.99
142558,Travel,1734.78
142559,Utilities,389.6
142560,Shopping,1300.73
142561,Rent,225.93
142562,Food,2418.68
142563,Shopping,2002.23
142564,Rent,4417.78
142565,Rent,4681.31
142566,Shopping,3411.37
142567,Utilities,1100.51
142568,Food,3994.51
142569,Rent,3062.75
142570,Utilities,4304.79
142571,Utilities,1835.5
142572,Shopping,1511.23
142573,Shopping,4198.43
142574,Food,4971.01
142575,Utilities,3300.44
142576,Food,140.46
142577,Travel,1214.54
142578,Shopping,4768.09
142579,Travel,1879.56
142580,Utilities,2081.79
142581,Utilities,3313.94
142582,Utilities,4109.79
142583,Shopping,1339.69
142584,Utilities,4476.9
142585,Food,740.82
142586,Utilities,4653.51
142587,Rent,4177.42
142588,Utilities,4286.27
142589,Travel,2668.16
142590,Rent,2492.14
142591,Utilities,954.95
142592,Rent,4858.61
142593,Shopping,2604.35
142594,Utilities,4549.93
142595,Utilities,1819.45
142596,Rent,4007.86
142597,Travel,1371.04
142598,Utilities,1560.36
142599,Food,361.9
142600,Utilities,3654.96
142601,Food,3957.75
142602,Shopping,2644.75
142603,Shopping,4017.27
142604,Utilities,4860.28
142605,Food,2334.27
142606,Shopping,4745.49
142607,Shopping,3503.51
142608,Food,4795.56
142609,Food,2960.65
142610,Travel,1274.59
142611,Food,3556.36
142612,Travel,3684.48
142613,Utilities,442.66
142614,Rent,4091.4
142615,Travel,822.56
142616,Food,2472.05
142617,Utilities,3173.74
142618,Travel,2882.61
142619,Rent,3132.9
142620,Utilities,3729.1
142621,Shopping,4497.72
142622,Travel,2897.02
142623,Rent,2416.88
142624,Shopping,3763.27
142625,Utilities,3394.07
142626,Travel,838.91
142627,Shopping,2233.71
142628,Food,2153.11
142629,Food,4952.98
142630,Shopping,941.42
142631,Rent,4457.14
142632,Food,4529.34
142633,Rent,4064.97
142634,Utilities,466.03
142635,Utilities,933.7
142636,Rent,2410.68
142637,Shopping,1006.57
142638,Utilities,4788.26
142639,Shopping,4136.46
142640,Utilities,3566.17
142641,Food,239.54
142642,Rent,2290.15
142643,Rent,3575.61
142644,Utilities,1989.58
142645,Utilities,1535.73
142646,Rent,725.72
142647,Shopping,1196.93
142648,Rent,249.29
142649,Utilities,352.65
142650,Rent,4834.66
142651,Shopping,3918.47
142652,Travel,4744.12
142653,Food,2571.74
142654,Utilities,3878.98
142655,Food,611.21
142656,Shopping,393.67
142657,Travel,748.83
142658,Food,2060.24
142659,Utilities,2802.2
142660,Shopping,2213.88
142661,Food,2468.26
142662,Food,430.42
142663,Travel,1798.31
142664,Rent,1592.75
142665,Food,4521.87
142666,Shopping,4251.5
142667,Shopping,4204.84
142668,Food,2753.81
142669,Rent,834.15
142670,Food,3699.32
142671,Travel,1679.31
142672,Shopping,3264.68
142673,Travel,4336.91
142674,Shopping,4821.45
142675,Travel,2898.69
142676,Rent,3217.1
142677,Travel,3252.06
142678,Utilities,863.66
142679,Utilities,4946.05
142680,Rent,1470.2
142681,Shopping,4552.24
142682,Shopping,4516.64
142683,Food,3058.49
142684,Rent,2994.54
142685,Rent,2888.56
142686,Food,705.37
142687,Rent,2386.02
142688,Travel,3339.13
142689,Rent,269.74
142690,Food,3462.53
142691,Utilities,2360.63
142692,Travel,2420.82
142693,Shopping,3210.75
142694,Shopping,1149.72
142695,Utilities,1669.31
142696,Food,172.13
142697,Food,1881.78
142698,Rent,3431.4
142699,Rent,3482.92
142700,Shopping,3314.18
142701,Utilities,70.42
142702,Travel,4834.28
142703,Shopping,2973.87
142704,Shopping,1595.76
142705,Travel,605.56
142706,Rent,155.03
142707,Rent,831.54
142708,Travel,3015.1
142709,Travel,3791.72
142710,Travel,4200.81
142711,Rent,1105.48
142712,Rent,4933.16
142713,Travel,3166.22
142714,Rent,2079.45
142715,Rent,4995.98
142716,Utilities,3774.07
142717,Rent,4519.64
142718,Travel,1732.92
142719,Food,1720.26
142720,Utilities,2440.04
142721,Shopping,131.84
142722,Shopping,581.91
142723,Shopping,1316.73
142724,Shopping,734.36
142725,Food,1387.87
142726,Rent,3013.78
142727,Shopping,4189.97
142728,Travel,4638.69
142729,Travel,2855.77
142730,Shopping,3984.9
142731,Travel,1607.03
142732,Utilities,2365.72
142733,Utilities,25.63
142734,Food,4806.12
142735,Travel,2006.33
142736,Shopping,37.29
142737,Travel,3168.49
142738,Utilities,1978.51
142739,Utilities,2319.66
142740,Travel,715.85
142741,Shopping,2635.77
142742,Shopping,2306.82
142743,Rent,3911.08
142744,Shopping,1084.89
142745,Food,1593.62
142746,Utilities,2976.09
142747,Shopping,2993.82
142748,Food,3620.19
142749,Food,331.41
142750,Rent,3059.04
142751,Travel,1279.1
142752,Shopping,2425.18
142753,Travel,2188.23
142754,Utilities,700.36
142755,Rent,4995.8
142756,Rent,4225.95
142757,Food,2189.34
142758,Food,3215.63
142759,Travel,240.94
142760,Utilities,4816.95
142761,Shopping,3736.78
142762,Food,87.63
142763,Travel,3411.52
142764,Rent,382.16
142765,Food,476.51
142766,Travel,4463.3
142767,Travel,4945.15
142768,Utilities,2455.08
142769,Rent,1529.83
142770,Rent,4173.7
142771,Utilities,1712.72
142772,Rent,964.72
142773,Utilities,4119.36
142774,Shopping,2581.71
142775,Utilities,1754.02
142776,Travel,52.91
142777,Food,3432.39
142778,Rent,4114.41
142779,Rent,3183.36
142780,Travel,385.27
142781,Travel,4597.55
142782,Food,1369.04
142783,Food,1776.09
142784,Shopping,4623.78
142785,Travel,139.88
142786,Travel,2679.15
142787,Shopping,4744.82
142788,Food,485.7
142789,Food,3436.9
142790,Food,2375.87
142791,Rent,4783.0
142792,Rent,2741.94
142793,Travel,293.98
142794,Rent,3987.69
142795,Shopping,2378.83
142796,Rent,210.89
142797,Rent,1007.58
142798,Food,3445.81
142799,Food,1007.84
142800,Utilities,786.64
142801,Travel,596.0
142802,Food,2884.08
142803,Shopping,2406.4
142804,Utilities,878.67
142805,Utilities,3493.19
142806,Shopping,67.08
142807,Rent,4004.6
142808,Rent,4152.21
142809,Travel,416.8
142810,Shopping,589.13
142811,Utilities,1113.4
142812,Shopping,4262.19
142813,Rent,930.29
142814,Rent,1776.64
142815,Shopping,3825.38
142816,Food,2115.81
142817,Rent,4181.77
142818,Rent,3246.5
142819,Travel,861.6
142820,Utilities,3670.9
142821,Travel,3146.33
142822,Utilities,4388.41
142823,Travel,4082.89
142824,Shopping,4801.12
142825,Rent,801.02
142826,Travel,4692.44
142827,Utilities,2792.44
142828,Food,864.48
142829,Utilities,1721.74
142830,Shopping,784.96
142831,Travel,718.09
142832,Shopping,4392.51
142833,Food,4966.02
142834,Shopping,3158.68
142835,Travel,641.76
142836,Shopping,3541.08
142837,Rent,1419.88
142838,Rent,3767.14
142839,Food,813.88
142840,Travel,3679.16
142841,Shopping,740.64
142842,Food,1500.36
142843,Travel,2017.77
142844,Utilities,2442.8
142845,Utilities,1136.2
142846,Travel,4773.37
142847,Utilities,1710.77
142848,Rent,1593.93
142849,Food,2199.16
142850,Travel,4530.08
142851,Shopping,2720.07
142852,Travel,3012.8
142853,Utilities,2289.81
142854,Food,579.64
142855,Rent,3423.78
142856,Shopping,3216.07
142857,Rent,2296.39
142858,Rent,4986.86
142859,Shopping,2998.03
142860,Utilities,1087.17
142861,Utilities,1073.9
142862,Shopping,2582.04
142863,Utilities,4495.74
142864,Utilities,1552.86
142865,Travel,1764.16
142866,Shopping,2709.19
142867,Shopping,761.07
142868,Travel,4487.88
142869,Utilities,4589.51
142870,Travel,4493.74
142871,Travel,3933.98
142872,Utilities,4963.12
142873,Travel,2158.05
142874,Rent,1593.27
142875,Rent,987.61
142876,Utilities,4550.87
142877,Food,819.44
142878,Rent,3503.41
142879,Travel,4290.45
142880,Rent,4685.48
142881,Utilities,4650.18
142882,Travel,4602.0
142883,Shopping,262.72
142884,Utilities,3520.13
142885,Shopping,4077.64
142886,Food,267.33
142887,Food,1624.65
142888,Shopping,1069.53
142889,Shopping,854.29
142890,Shopping,4983.99
142891,Utilities,1006.35
142892,Shopping,4159.14
142893,Travel,4786.4
142894,Rent,3944.29
142895,Travel,1898.36
142896,Shopping,1942.81
142897,Rent,519.8
142898,Rent,1355.53
142899,Travel,2390.56
142900,Shopping,416.3
142901,Food,816.8
142902,Travel,4138.06
142903,Rent,1708.66
142904,Food,2953.16
142905,Food,3237.09
142906,Utilities,4928.22
142907,Food,1242.32
142908,Rent,3403.37
142909,Food,1839.45
142910,Utilities,4144.65
142911,Travel,2173.36
142912,Food,3647.16
142913,Utilities,2332.08
142914,Rent,4368.07
142915,Shopping,33.18
142916,Travel,1184.55
142917,Shopping,2871.36
142918,Travel,2307.53
142919,Utilities,303.2
142920,Utilities,1070.88
142921,Utilities,568.41
142922,Food,4797.49
142923,Travel,539.69
142924,Food,3898.43
142925,Shopping,1239.75
142926,Travel,3141.94
142927,Shopping,16.37
142928,Rent,1775.06
142929,Food,1188.45
142930,Shopping,916.09
142931,Shopping,2868.16
142932,Utilities,1212.41
142933,Utilities,1650.94
142934,Shopping,972.39
142935,Travel,756.73
142936,Shopping,792.33
142937,Travel,4942.58
142938,Rent,646.21
142939,Shopping,3702.12
142940,Food,1222.56
142941,Shopping,1703.78
142942,Utilities,3856.2
142943,Rent,4106.1
142944,Rent,917.49
142945,Travel,2006.89
142946,Rent,3114.45
142947,Food,4467.0
142948,Rent,2467.17
142949,Utilities,3213.58
142950,Travel,2207.31
142951,Shopping,4416.36
142952,Utilities,3684.25
142953,Utilities,3092.93
142954,Rent,2920.76
142955,Shopping,294.63
142956,Travel,2368.86
142957,Food,100.78
142958,Utilities,330.54
142959,Rent,4230.73
142960,Rent,3224.87
142961,Food,4440.3
142962,Shopping,4510.51
142963,Food,4163.88
142964,Shopping,2625.5
142965,Rent,3739.83
142966,Utilities,889.83
142967,Rent,1498.69
142968,Utilities,4462.92
142969,Travel,1992.21
142970,Travel,589.22
142971,Rent,1683.11
142972,Rent,4054.52
142973,Food,971.91
142974,Rent,2900.12
142975,Utilities,376.27
142976,Shopping,3490.1
142977,Travel,2412.12
142978,Utilities,3450.76
142979,Utilities,4601.42
142980,Shopping,3733.09
142981,Food,2041.86
142982,Utilities,4305.43
142983,Rent,4070.51
142984,Food,506.32
142985,Utilities,2629.03
142986,Shopping,4520.15
142987,Utilities,2663.65
142988,Shopping,381.12
142989,Shopping,2081.06
142990,Utilities,703.5
142991,Shopping,4357.25
142992,Utilities,2978.18
142993,Rent,728.05
142994,Utilities,3108.91
142995,Travel,2322.44
142996,Rent,1185.18
142997,Utilities,1277.3
142998,Travel,531.35
142999,Travel,3072.25
143000,Food,666.52
143001,Shopping,1340.76
143002,Food,3359.16
143003,Rent,476.02
143004,Travel,3907.04
143005,Travel,1084.27
143006,Food,4514.35
143007,Utilities,4208.56
143008,Travel,1098.46
143009,Travel,3564.91
143010,Rent,4788.93
